id,scr_portcall_id,scr_portcall_type,pilotage_cst_dt_time,pilotage_nm,pilotage_imo,pilotage_snapshot_dt,pilotage_end_dt_time,pilotage_arrival_dt_time,pilotage_loc_from_code,pilotage_loc_to_code,pilotage_start_dt_time,pilotage_onboard_dt_time,created_at,updated_at
334646,NA,NA,2024-08-27T07:00:00Z,GLORY JUSTICE,9847035,2024-08-27T04:55:01Z,NA,NA,PEBGA,J06,NA,NA,2024-08-27T04:55:23Z,2024-08-27T04:55:23Z
249113,NA,NA,2024-08-04T06:00:00Z,KOUTALIANOS,9332016,2024-08-01T07:25:01Z,NA,NA,PEBGB,AEBC,NA,NA,2024-08-01T07:25:17Z,2024-08-01T07:25:17Z
146239,NA,NA,2024-06-29T10:00:00Z,HARMONY,9878072,2024-06-29T02:55:01Z,NA,NA,OMU13,SEAW,NA,NA,2024-06-29T02:55:17Z,2024-06-29T02:55:17Z
182965,NA,NA,2024-07-10T05:00:00Z,CIELO BIANCO,9778296,2024-07-10T05:25:02Z,NA,2024-07-10T04:40:00Z,AWPB,OPCS6,2024-07-10T04:55:00Z,2024-07-10T04:45:00Z,2024-07-10T05:25:21Z,2024-07-10T05:25:21Z
175247,NA,NA,2024-07-08T01:15:00Z,ZHOU SHUN 9,1031393,2024-07-08T01:25:02Z,NA,2024-07-08T01:20:00Z,PJSB,APCDG,NA,NA,2024-07-08T01:25:22Z,2024-07-08T01:25:22Z
342255,NA,NA,2024-08-29T12:00:00Z,FANFARE,9760562,2024-08-29T11:25:01Z,NA,NA,OST1,ASSPU,NA,NA,2024-08-29T11:25:15Z,2024-08-29T11:25:15Z
250757,NA,NA,2024-08-01T22:00:00Z,ZHONG SHENG 2,8580707,2024-08-01T20:55:01Z,NA,NA,PJSB,APCDG,NA,NA,2024-08-01T20:55:21Z,2024-08-01T20:55:21Z
361838,NA,NA,2024-09-06T05:00:00Z,MARIA C,9406764,2024-09-04T05:55:01Z,NA,NA,PEBGA,P21,NA,NA,2024-09-04T05:55:09Z,2024-09-04T05:55:09Z
245373,NA,NA,2024-07-31T11:00:00Z,CMA CGM DAYTONA,9976654,2024-07-31T04:55:01Z,NA,NA,T07,AEBA,NA,NA,2024-07-31T04:55:19Z,2024-07-31T04:55:19Z
362343,NA,NA,2024-09-06T06:30:00Z,DAPHNE,9298648,2024-09-04T08:25:01Z,NA,NA,P21,SEAW,NA,NA,2024-09-04T08:25:08Z,2024-09-04T08:25:08Z
145823,NA,NA,2024-06-28T23:00:00Z,STRAITS ENERGY,9477749,2024-06-29T00:25:01Z,2024-06-28T23:50:00Z,2024-06-28T22:25:00Z,OCHV1,SEAE,2024-06-28T22:45:00Z,2024-06-28T22:25:00Z,2024-06-29T00:25:14Z,2024-06-29T00:25:14Z
257746,NA,NA,2024-08-04T00:00:00Z,TROODOS OAK,9875135,2024-08-04T00:25:01Z,NA,2024-08-04T00:05:00Z,PEBGB,AESPA,2024-08-04T00:20:00Z,2024-08-04T00:15:00Z,2024-08-04T00:25:17Z,2024-08-04T00:25:17Z
138188,NA,NA,2024-06-27T01:30:00Z,PELICAN,9626560,2024-06-26T20:25:01Z,NA,NA,PEBGA,P21,NA,NA,2024-06-26T20:25:20Z,2024-06-26T20:25:20Z
120111,NA,NA,2024-06-21T16:00:00Z,MARINE ORACLE,9655391,2024-06-21T09:55:01Z,NA,NA,OSV6,DGA,NA,NA,2024-06-21T09:55:15Z,2024-06-21T09:55:15Z
103902,NA,NA,2024-06-16T22:30:00Z,LANGELAND,9968243,2024-06-16T13:25:01Z,NA,NA,ASUEX,TEXJ,NA,NA,2024-06-16T13:25:20Z,2024-06-16T13:25:20Z
130841,NA,NA,2024-06-24T13:30:00Z,OOCL JAKARTA,9404883,2024-06-24T15:55:01Z,2024-06-24T15:40:00Z,2024-06-24T13:10:00Z,P33,SEAE,2024-06-24T13:30:00Z,2024-06-24T13:15:00Z,2024-06-24T15:55:14Z,2024-06-24T15:55:14Z
237439,NA,NA,2024-07-28T14:30:00Z,COSCO SHIPPING SOLAR,9795646,2024-07-28T16:25:01Z,2024-07-28T15:50:00Z,2024-07-28T14:15:00Z,P31,SEAE,2024-07-28T14:25:00Z,2024-07-28T14:15:00Z,2024-07-28T16:25:23Z,2024-07-28T16:25:23Z
289072,NA,NA,2024-08-13T07:45:00Z,HOANG HUY 69,9398515,2024-08-13T07:55:02Z,NA,2024-08-13T07:45:00Z,AEW,SEAW,NA,NA,2024-08-13T07:55:18Z,2024-08-13T07:55:18Z
297676,NA,NA,2024-08-16T01:00:00Z,AB PALOMA,9378199,2024-08-15T21:55:01Z,NA,NA,PGBG,ASSPU,NA,NA,2024-08-15T21:55:19Z,2024-08-15T21:55:19Z
37485,NA,NA,2024-05-27T07:00:00Z,PINAR GAS,9354612,2024-05-26T22:25:01Z,NA,NA,OBV7,ASSPU,NA,NA,2024-05-26T22:25:19Z,2024-05-26T22:25:19Z
66649,NA,NA,2024-06-05T06:30:00Z,DING HENG 21,9935521,2024-06-05T06:25:01Z,NA,2024-06-05T06:05:00Z,PEBGC,AWPA,2024-06-05T06:15:00Z,2024-06-05T06:15:00Z,2024-06-05T06:25:16Z,2024-06-05T06:25:16Z
210325,NA,NA,2024-07-20T15:00:00Z,ONE SWAN,9741437,2024-07-20T05:55:01Z,NA,NA,PWBGA,P19,NA,NA,2024-07-20T05:55:22Z,2024-07-20T05:55:22Z
290215,NA,NA,2024-08-13T13:30:00Z,SEROJA LIMA,9567661,2024-08-13T15:55:01Z,2024-08-13T15:20:00Z,2024-08-13T13:05:00Z,T208,SEA9,2024-08-13T14:05:00Z,2024-08-13T13:20:00Z,2024-08-13T15:55:19Z,2024-08-13T15:55:19Z
228925,NA,NA,2024-07-25T21:30:00Z,ONE TRADITION,9769300,2024-07-25T21:25:01Z,NA,2024-07-25T21:10:00Z,P27,SEAE,NA,2024-07-25T21:10:00Z,2024-07-25T21:25:19Z,2024-07-25T21:25:19Z
230586,NA,NA,2024-07-29T06:00:00Z,DIA,9723071,2024-07-26T06:55:02Z,NA,NA,PEBGC,AEPA,NA,NA,2024-07-26T06:55:21Z,2024-07-26T06:55:21Z
58129,NA,NA,2024-06-02T19:30:00Z,WORLD TRADER I,9278492,2024-06-02T20:25:01Z,NA,2024-06-02T19:35:00Z,AEW,OBH3,2024-06-02T19:45:00Z,2024-06-02T19:45:00Z,2024-06-02T20:25:20Z,2024-06-02T20:25:20Z
91742,NA,NA,2024-06-12T22:30:00Z,WISH WAY,9578531,2024-06-12T23:25:01Z,2024-06-12T23:00:00Z,2024-06-12T22:05:00Z,AEW,SEAE,2024-06-12T22:15:00Z,2024-06-12T22:10:00Z,2024-06-12T23:25:13Z,2024-06-12T23:25:13Z
187993,NA,NA,2024-07-14T18:00:00Z,CHENG MAY,9751028,2024-07-13T14:25:01Z,NA,NA,AESPA,SEAW,NA,NA,2024-07-13T14:25:22Z,2024-07-13T14:25:22Z
40335,NA,NA,2024-05-28T04:00:00Z,ORKIM FORTUNE,9524657,2024-05-28T06:25:01Z,2024-05-28T05:20:00Z,2024-05-28T03:20:00Z,AWPA,RP5,2024-05-28T04:10:00Z,2024-05-28T03:35:00Z,2024-05-28T06:25:52Z,2024-05-28T06:25:52Z
32515,NA,NA,2024-05-25T06:00:00Z,KONRAD,9292125,2024-05-25T06:55:01Z,NA,2024-05-25T06:25:00Z,AEW,SEAW,2024-05-25T06:25:00Z,2024-05-25T06:25:00Z,2024-05-25T06:55:16Z,2024-05-25T06:55:16Z
121466,NA,NA,2024-06-22T02:00:00Z,XINXIAYANG,9416630,2024-06-21T22:25:02Z,NA,NA,PJSB,AEBA,NA,NA,2024-06-21T22:25:19Z,2024-06-21T22:25:19Z
379006,NA,NA,2024-09-10T03:00:00Z,LISA A,8769200,2024-09-09T10:55:01Z,NA,NA,AEW,SEAE,NA,NA,2024-09-09T10:55:05Z,2024-09-09T10:55:05Z
72153,NA,NA,2024-06-06T20:00:00Z,MEKAINES,9397303,2024-06-06T21:55:01Z,2024-06-06T21:45:00Z,2024-06-06T19:50:00Z,PGBG,ASUEX,2024-06-06T20:15:00Z,2024-06-06T20:00:00Z,2024-06-06T21:55:18Z,2024-06-06T21:55:18Z
196579,NA,NA,2024-07-16T14:30:00Z,ALEXIS,9609158,2024-07-16T04:25:01Z,NA,NA,AEBA,SEAW,NA,NA,2024-07-16T04:25:20Z,2024-07-16T04:25:20Z
354582,NA,NA,2024-09-04T05:00:00Z,SEASMILE,9632820,2024-09-02T05:55:01Z,NA,NA,PWBGA,P39,NA,NA,2024-09-02T05:55:06Z,2024-09-02T05:55:06Z
61175,NA,NA,2024-06-04T23:00:00Z,AMIDALA,9728344,2024-06-03T14:55:01Z,NA,NA,PEBGC,AESPA,NA,NA,2024-06-03T14:55:13Z,2024-06-03T14:55:13Z
163708,NA,NA,2024-07-06T03:00:00Z,SOUTHERN STAR,9754484,2024-07-04T08:25:02Z,NA,NA,AEW,ACGP,NA,NA,2024-07-04T08:25:12Z,2024-07-04T08:25:12Z
246894,NA,NA,2024-07-31T16:30:00Z,SCHUMI 8,9220421,2024-07-31T15:55:01Z,NA,NA,PWBGA,ASSPU,NA,NA,2024-07-31T15:55:21Z,2024-07-31T15:55:21Z
30132,NA,NA,2024-05-24T13:00:00Z,K CONFIDENCE,9495416,2024-05-24T13:25:01Z,NA,2024-05-24T12:55:00Z,PEBGC,AEBC,2024-05-24T13:05:00Z,2024-05-24T13:05:00Z,2024-05-24T13:25:13Z,2024-05-24T13:25:13Z
89283,NA,NA,2024-06-13T22:30:00Z,CNC PUMA,9936202,2024-06-12T03:55:02Z,NA,NA,PEBGA,P38,NA,NA,2024-06-12T03:55:16Z,2024-06-12T03:55:16Z
106651,NA,NA,2024-06-17T15:30:00Z,MSC NADIA IV,9321897,2024-06-17T09:55:01Z,NA,NA,T210,SEA9,NA,NA,2024-06-17T09:55:15Z,2024-06-17T09:55:15Z
100036,NA,NA,2024-06-16T11:45:00Z,CSCL MARS,9467287,2024-06-15T09:25:01Z,NA,NA,PEBGA,P33,NA,NA,2024-06-15T09:25:15Z,2024-06-15T09:25:15Z
215870,NA,NA,2024-07-23T15:00:00Z,LAUTAN NAGA,9005704,2024-07-22T01:55:01Z,NA,NA,B05,SEAW,NA,NA,2024-07-22T01:55:20Z,2024-07-22T01:55:20Z
106396,NA,NA,2024-06-17T08:00:00Z,NORTHERN JUBILEE,9450337,2024-06-17T07:55:01Z,NA,2024-06-17T07:40:00Z,T204,ASH,NA,NA,2024-06-17T07:55:17Z,2024-06-17T07:55:17Z
37367,NA,NA,2024-05-27T00:15:00Z,MOL CREATION,9321237,2024-05-26T21:55:02Z,NA,NA,PEBGA,P19,NA,NA,2024-05-26T21:55:18Z,2024-05-26T21:55:18Z
11613,NA,NA,2024-05-19T02:00:00Z,SANTA RITA,9478999,2024-05-19T01:55:01Z,NA,NA,AESPA,SEAW,NA,NA,2024-05-19T01:55:15Z,2024-05-19T01:55:15Z
173014,NA,NA,2024-07-07T07:00:00Z,SFL HUDSON,9525821,2024-07-07T07:55:01Z,NA,2024-07-07T06:45:00Z,PEBGB,AEBB,2024-07-07T06:55:00Z,2024-07-07T06:55:00Z,2024-07-07T07:55:22Z,2024-07-07T07:55:22Z
18464,NA,NA,2024-05-21T08:30:00Z,BAYANI,9439436,2024-05-21T03:25:01Z,NA,NA,J08,SEAE,NA,NA,2024-05-21T03:25:17Z,2024-05-21T03:25:17Z
364764,NA,NA,2024-09-07T10:00:00Z,CARNATION ACE,9544920,2024-09-05T02:55:01Z,NA,NA,PEBGA,T02,NA,NA,2024-09-05T02:55:08Z,2024-09-05T02:55:08Z
116860,NA,NA,2024-06-21T14:00:00Z,MSC FELIXSTOWE,9290402,2024-06-20T10:55:01Z,NA,NA,PWBGA,T206,NA,NA,2024-06-20T10:55:15Z,2024-06-20T10:55:15Z
155998,NA,NA,2024-07-02T10:30:00Z,X PRESS ANTLIA,9875381,2024-07-01T23:55:02Z,NA,NA,PEBGA,P26,NA,NA,2024-07-01T23:55:14Z,2024-07-01T23:55:14Z
234185,NA,NA,2024-07-27T11:45:00Z,AL MURABBA,9708837,2024-07-27T14:55:01Z,2024-07-27T14:45:00Z,2024-07-27T11:45:00Z,PEBGA,P28,2024-07-27T12:00:00Z,2024-07-27T11:55:00Z,2024-07-27T14:55:23Z,2024-07-27T14:55:23Z
213913,NA,NA,2024-07-21T08:30:00Z,LYSIAS,9397511,2024-07-21T08:55:01Z,NA,2024-07-21T08:20:00Z,OBV5,OTK2,2024-07-21T08:20:00Z,2024-07-21T08:20:00Z,2024-07-21T08:55:22Z,2024-07-21T08:55:22Z
205011,NA,NA,2024-07-18T15:30:00Z,NAVIOS JASMINE,9345958,2024-07-18T14:55:01Z,NA,NA,PEBGA,P27,NA,NA,2024-07-18T14:55:21Z,2024-07-18T14:55:21Z
212777,NA,NA,2024-07-23T14:00:00Z,GUO YUAN 88,9864198,2024-07-21T01:25:01Z,NA,NA,PEBGA,AEW,NA,NA,2024-07-21T01:25:22Z,2024-07-21T01:25:22Z
67124,NA,NA,2024-06-06T02:30:00Z,HYUNDAI SMART,9475686,2024-06-05T08:55:01Z,NA,NA,P28,P09,NA,NA,2024-06-05T08:55:16Z,2024-06-05T08:55:16Z
93071,NA,NA,2024-06-16T04:30:00Z,EVER BURLY,9790086,2024-06-13T07:55:01Z,NA,NA,P27,SEAE,NA,NA,2024-06-13T07:55:17Z,2024-06-13T07:55:17Z
308397,NA,NA,2024-08-19T08:30:00Z,MAJESTIC VERA,9474230,2024-08-19T03:25:01Z,NA,NA,AEW,SEAW,NA,NA,2024-08-19T03:25:23Z,2024-08-19T03:25:23Z
93369,NA,NA,2024-06-13T04:00:00Z,CAPTAIN X KYRIAKOU,9602928,2024-06-13T09:25:02Z,2024-06-13T08:55:00Z,2024-06-13T03:20:00Z,OVL1,AEBC,2024-06-13T04:30:00Z,2024-06-13T03:20:00Z,2024-06-13T09:25:17Z,2024-06-13T09:25:17Z
156469,NA,NA,2024-07-03T04:00:00Z,MSC ISTANBUL,9606326,2024-07-02T02:25:01Z,NA,NA,PWBGA,T208,NA,NA,2024-07-02T02:25:16Z,2024-07-02T02:25:16Z
371010,NA,NA,2024-09-07T02:00:00Z,SCORPIUS,9264893,2024-09-06T22:55:01Z,NA,NA,PEBGC,AEPA,NA,NA,2024-09-06T22:55:13Z,2024-09-06T22:55:13Z
339422,NA,NA,2024-08-28T21:30:00Z,SINAR BUKITTINGGI,9942299,2024-08-28T16:55:02Z,NA,NA,P03,SEAW,NA,NA,2024-08-28T16:55:17Z,2024-08-28T16:55:17Z
238902,NA,NA,2024-07-29T09:00:00Z,ARIANA,9316048,2024-07-29T03:25:01Z,NA,NA,AEW,SEAE,NA,NA,2024-07-29T03:25:21Z,2024-07-29T03:25:21Z
367333,NA,NA,2024-09-06T01:00:00Z,APL TURKEY,9532771,2024-09-05T20:25:01Z,NA,NA,PEBGA,P40,NA,NA,2024-09-05T20:25:11Z,2024-09-05T20:25:11Z
20725,NA,NA,2024-05-22T10:30:00Z,SM TIANJIN,9464704,2024-05-21T19:55:01Z,NA,NA,PEBGA,B05,NA,NA,2024-05-21T19:55:18Z,2024-05-21T19:55:18Z
309912,NA,NA,2024-08-21T10:30:00Z,SINAR SORONG,9866471,2024-08-19T12:55:01Z,NA,NA,PEBGA,P27,NA,NA,2024-08-19T12:55:14Z,2024-08-19T12:55:14Z
261407,NA,NA,2024-08-07T23:00:00Z,ONE HUMBER,9302140,2024-08-05T01:55:01Z,NA,NA,PEBGA,P20,NA,NA,2024-08-05T01:55:21Z,2024-08-05T01:55:21Z
349781,NA,NA,2024-08-31T21:30:00Z,KIRANA NAWA,9832377,2024-08-31T19:55:01Z,NA,NA,PWBGA,AWPB,NA,NA,2024-08-31T19:55:12Z,2024-08-31T19:55:12Z
259888,NA,NA,2024-08-04T13:15:00Z,DANUM 171,9159086,2024-08-04T13:55:02Z,NA,2024-08-04T13:20:00Z,PEBGA,P01,2024-08-04T13:20:00Z,2024-08-04T13:20:00Z,2024-08-04T13:55:22Z,2024-08-04T13:55:22Z
144288,NA,NA,2024-06-28T13:30:00Z,SHOSHUN,9773155,2024-06-28T11:25:01Z,NA,NA,ASSPU,SEAE,NA,NA,2024-06-28T11:25:15Z,2024-06-28T11:25:15Z
281910,NA,NA,2024-08-11T04:45:00Z,FORTUNE PROSPERITY,9303510,2024-08-11T03:55:01Z,NA,NA,PEBGC,AEBB,NA,NA,2024-08-11T03:55:23Z,2024-08-11T03:55:23Z
227043,NA,NA,2024-07-26T15:00:00Z,UNI PATRIOT,9202168,2024-07-25T06:25:01Z,NA,NA,P29,SEAW,NA,NA,2024-07-25T06:25:20Z,2024-07-25T06:25:20Z
260905,NA,NA,2024-08-04T23:00:00Z,CHANG HANG LANJING,9483736,2024-08-04T22:25:01Z,NA,2024-08-04T21:50:00Z,AWPB,SEAW,2024-08-04T21:55:00Z,2024-08-04T21:50:00Z,2024-08-04T22:25:22Z,2024-08-04T22:25:22Z
10248,NA,NA,2024-05-20T09:30:00Z,EVER BEAMY,9787003,2024-05-18T13:55:01Z,NA,NA,P07,SEAE,NA,NA,2024-05-18T13:55:19Z,2024-05-18T13:55:19Z
257111,NA,NA,2024-08-03T22:00:00Z,ZAFER,9655365,2024-08-03T17:55:01Z,NA,NA,OTS6E,DGA,NA,NA,2024-08-03T17:55:20Z,2024-08-03T17:55:20Z
310846,NA,NA,2024-08-19T22:00:00Z,EAGLE LIKA,9855707,2024-08-19T21:55:01Z,NA,2024-08-19T21:40:00Z,OSCJ2,SEAE,NA,2024-08-19T21:40:00Z,2024-08-19T21:55:16Z,2024-08-19T21:55:16Z
8154,NA,NA,2024-05-18T03:00:00Z,ENEOS ARROW,9814129,2024-05-17T23:25:01Z,NA,NA,PJSB,AEBA,NA,NA,2024-05-17T23:25:13Z,2024-05-17T23:25:13Z
233313,NA,NA,2024-07-27T08:00:00Z,RB EDEN,9765718,2024-07-27T07:55:01Z,NA,2024-07-27T07:30:00Z,PEBGB,AEBC,NA,NA,2024-07-27T07:55:19Z,2024-07-27T07:55:19Z
283565,NA,NA,2024-08-11T16:00:00Z,LYDIA,9334557,2024-08-11T15:55:01Z,NA,2024-08-11T15:45:00Z,OMU12,SEAW,NA,NA,2024-08-11T15:55:20Z,2024-08-11T15:55:20Z
133826,NA,NA,2024-06-25T12:30:00Z,CHANG HANG SHUI JING,9406350,2024-06-25T12:25:01Z,NA,NA,OM7,AEPA,NA,NA,2024-06-25T12:25:21Z,2024-06-25T12:25:21Z
191023,NA,NA,2024-07-16T23:00:00Z,KOTA JAYA,9205677,2024-07-14T13:25:01Z,NA,NA,B06,SEAW,NA,NA,2024-07-14T13:25:22Z,2024-07-14T13:25:22Z
52835,NA,NA,2024-06-01T09:15:00Z,DEVON EXPRESS,9142590,2024-06-01T04:25:02Z,NA,NA,AEW,SEAE,NA,NA,2024-06-01T04:25:15Z,2024-06-01T04:25:15Z
33950,NA,NA,2024-05-27T01:15:00Z,YANG CHENG 6,8353245,2024-05-25T18:25:01Z,NA,NA,PJSB,APCDG,NA,NA,2024-05-25T18:25:15Z,2024-05-25T18:25:15Z
120692,NA,NA,2024-06-22T02:00:00Z,LARISA,9289881,2024-06-21T14:25:01Z,NA,NA,ASSPU,SEAW,NA,NA,2024-06-21T14:25:20Z,2024-06-21T14:25:20Z
376581,NA,NA,2024-09-08T19:00:00Z,CS JI NAN,9874686,2024-09-08T18:25:01Z,NA,2024-09-08T17:50:00Z,PEBGB,AEBB,NA,NA,2024-09-08T18:25:10Z,2024-09-08T18:25:10Z
334698,NA,NA,2024-08-27T08:45:00Z,PSU CHILE,9342231,2024-08-27T04:55:01Z,NA,NA,AEBB,SEAE,NA,NA,2024-08-27T04:55:23Z,2024-08-27T04:55:23Z
326324,NA,NA,2024-08-24T15:00:00Z,SHUN KAI XING,9187368,2024-08-24T14:25:01Z,NA,NA,PEBGC,AESPA,NA,NA,2024-08-24T14:25:17Z,2024-08-24T14:25:17Z
290658,NA,NA,2024-08-13T17:30:00Z,HANSA HOMBURG,9436082,2024-08-13T20:25:01Z,2024-08-13T20:05:00Z,2024-08-13T17:05:00Z,PWBGA,P36,2024-08-13T17:35:00Z,2024-08-13T17:30:00Z,2024-08-13T20:25:20Z,2024-08-13T20:25:20Z
169371,NA,NA,2024-07-06T09:45:00Z,SAKIZAYA ACE,9656400,2024-07-06T05:25:02Z,NA,NA,AEBB,SEAE,NA,NA,2024-07-06T05:25:20Z,2024-07-06T05:25:20Z
120162,NA,NA,2024-06-21T14:00:00Z,YOU SHEN 10,9425057,2024-06-21T10:25:02Z,NA,NA,PGBG,ARAFR,NA,NA,2024-06-21T10:25:14Z,2024-06-21T10:25:14Z
266936,NA,NA,2024-08-06T12:30:00Z,OXALIS LOTUS,9838826,2024-08-06T14:55:01Z,2024-08-06T14:25:00Z,2024-08-06T12:40:00Z,AVLCC,OE5,2024-08-06T12:45:00Z,2024-08-06T12:40:00Z,2024-08-06T14:55:22Z,2024-08-06T14:55:22Z
217510,NA,NA,2024-07-22T13:00:00Z,SEAPEAK PAN,9378266,2024-07-22T10:25:01Z,NA,NA,ARAFR,OBE1,NA,NA,2024-07-22T10:25:20Z,2024-07-22T10:25:20Z
175697,NA,NA,2024-07-08T02:00:00Z,ORKIM POWER,9546825,2024-07-08T03:25:01Z,2024-07-08T02:50:00Z,2024-07-08T01:25:00Z,OTK3,SEAE,2024-07-08T01:40:00Z,2024-07-08T01:25:00Z,2024-07-08T03:25:21Z,2024-07-08T03:25:21Z
235690,NA,NA,2024-07-29T21:00:00Z,MSC NERISSA,9278155,2024-07-28T03:25:01Z,NA,NA,T208,SEAE,NA,NA,2024-07-28T03:25:22Z,2024-07-28T03:25:22Z
370285,NA,NA,2024-09-06T18:15:00Z,THERESA GLORY,9952220,2024-09-06T15:55:01Z,NA,NA,PEBGC,AEBC,NA,NA,2024-09-06T15:55:10Z,2024-09-06T15:55:10Z
240552,NA,NA,2024-07-31T19:00:00Z,NORDBORG MAERSK,9885142,2024-07-29T14:55:01Z,NA,NA,AWW,SEAE,NA,NA,2024-07-29T14:55:19Z,2024-07-29T14:55:19Z
336344,NA,NA,2024-08-28T02:30:00Z,CURIA,9710048,2024-08-27T20:25:01Z,NA,NA,AEBB,SEAE,NA,NA,2024-08-27T20:25:11Z,2024-08-27T20:25:11Z
236794,NA,NA,2024-07-30T12:45:00Z,ORE CHONGQING,9847554,2024-07-28T10:25:02Z,NA,NA,PEBGC,AESPA,NA,NA,2024-07-28T10:25:21Z,2024-07-28T10:25:21Z
230657,NA,NA,2024-07-27T03:15:00Z,HERCULES I,9723124,2024-07-26T07:25:01Z,NA,NA,PEBGC,AEPA,NA,NA,2024-07-26T07:25:20Z,2024-07-26T07:25:20Z
108568,NA,NA,2024-06-19T07:30:00Z,XIN FANG CHENG,9309930,2024-06-18T01:55:01Z,NA,NA,P32,SEAE,NA,NA,2024-06-18T01:55:15Z,2024-06-18T01:55:15Z
221715,NA,NA,2024-07-23T16:30:00Z,MTT SIBU,9912191,2024-07-23T16:55:01Z,NA,2024-07-23T16:00:00Z,P02,SEAE,2024-07-23T16:25:00Z,2024-07-23T16:05:00Z,2024-07-23T16:55:23Z,2024-07-23T16:55:23Z
196817,NA,NA,2024-07-16T06:00:00Z,MAERSK CAMBRIDGE,9924182,2024-07-16T06:25:01Z,NA,2024-07-16T05:40:00Z,PWBGA,P17,2024-07-16T06:15:00Z,2024-07-16T06:00:00Z,2024-07-16T06:25:17Z,2024-07-16T06:25:17Z
290988,NA,NA,2024-08-13T23:15:00Z,SKIATHOS,9952476,2024-08-13T23:25:01Z,NA,2024-08-13T23:05:00Z,PEBGC,AESPA,2024-08-13T23:20:00Z,2024-08-13T23:05:00Z,2024-08-13T23:25:16Z,2024-08-13T23:25:16Z
149481,NA,NA,2024-06-30T02:30:00Z,ENERGY GLORY,9752565,2024-06-30T02:55:01Z,NA,2024-06-30T02:40:00Z,PGBG,ASSPU,2024-06-30T02:50:00Z,2024-06-30T02:45:00Z,2024-06-30T02:55:20Z,2024-06-30T02:55:20Z
245861,NA,NA,2024-08-01T11:00:00Z,X PRESS ANTLIA,9875381,2024-07-31T08:25:02Z,NA,NA,PWBGA,P03,NA,NA,2024-07-31T08:25:19Z,2024-07-31T08:25:19Z
4965,NA,NA,2024-05-17T01:00:00Z,HAFNIA MIKALA,9732709,2024-05-17T00:25:01Z,NA,2024-05-17T00:20:00Z,AESPA,SEAW,NA,2024-05-17T00:20:00Z,2024-05-17T00:25:15Z,2024-05-17T00:25:15Z
266804,NA,NA,2024-08-06T23:30:00Z,STAR JANNI,9505833,2024-08-06T13:55:01Z,NA,NA,PJSB,AEBA,NA,NA,2024-08-06T13:55:15Z,2024-08-06T13:55:15Z
89856,NA,NA,2024-06-15T06:00:00Z,YUAN QIU HU,9723590,2024-06-12T07:25:01Z,NA,NA,PEBGC,AESPA,NA,NA,2024-06-12T07:25:13Z,2024-06-12T07:25:13Z
271718,NA,NA,2024-08-09T00:00:00Z,ZHONG SHENG 2,8580707,2024-08-08T01:25:01Z,NA,NA,PJSB,APCDG,NA,NA,2024-08-08T01:25:21Z,2024-08-08T01:25:21Z
246481,NA,NA,2024-08-02T17:45:00Z,MSC ELIZABETH III,9215892,2024-07-31T12:25:01Z,NA,NA,PWBGB,T207,NA,NA,2024-07-31T12:25:22Z,2024-07-31T12:25:22Z
369286,NA,NA,2024-09-06T10:00:00Z,PIRA BHUM,9145293,2024-09-06T08:25:01Z,NA,NA,AEW,SEAE,NA,NA,2024-09-06T08:25:06Z,2024-09-06T08:25:06Z
119710,NA,NA,2024-06-21T10:15:00Z,NORDISLE,9457828,2024-06-21T07:55:01Z,NA,NA,PEBGC,AWPA,NA,NA,2024-06-21T07:55:16Z,2024-06-21T07:55:16Z
19579,NA,NA,2024-05-22T13:00:00Z,EVER FAME,9850800,2024-05-21T09:55:01Z,NA,NA,PWBGA,P29,NA,NA,2024-05-21T09:55:16Z,2024-05-21T09:55:16Z
296384,NA,NA,2024-08-15T10:30:00Z,ORA BHUM,9145281,2024-08-15T10:55:01Z,NA,2024-08-15T10:15:00Z,P03,SEAE,2024-08-15T10:30:00Z,2024-08-15T10:25:00Z,2024-08-15T10:55:20Z,2024-08-15T10:55:20Z
367758,NA,NA,2024-09-05T23:00:00Z,MARMARA S,9473195,2024-09-05T23:55:01Z,NA,2024-09-05T22:50:00Z,PEBGC,AEBB,2024-09-05T23:25:00Z,2024-09-05T23:25:00Z,2024-09-05T23:55:07Z,2024-09-05T23:55:07Z
355084,NA,NA,2024-09-02T22:30:00Z,BALTIC NORTH,9463310,2024-09-02T08:25:01Z,NA,NA,P41,SEAW,NA,NA,2024-09-02T08:25:05Z,2024-09-02T08:25:05Z
184453,NA,NA,2024-07-11T21:00:00Z,CSCL URANUS,9467304,2024-07-10T14:55:02Z,NA,NA,PEBGA,P31,NA,NA,2024-07-10T14:55:19Z,2024-07-10T14:55:19Z
166189,NA,NA,2024-07-05T20:30:00Z,MSC ANIELLO,9203942,2024-07-05T07:55:01Z,NA,NA,PWBGB,T208,NA,NA,2024-07-05T07:55:42Z,2024-07-05T07:55:42Z
9836,NA,NA,2024-05-18T13:30:00Z,TAMPA,9363027,2024-05-18T10:25:01Z,NA,NA,AEBB,SEAE,NA,NA,2024-05-18T10:25:18Z,2024-05-18T10:25:18Z
289635,NA,NA,2024-08-13T15:00:00Z,LC MILADY,9512575,2024-08-13T11:25:01Z,NA,NA,PEBGB,AEBB,NA,NA,2024-08-13T11:25:20Z,2024-08-13T11:25:20Z
